# Time-averaged data for fix fIK
# TimeStep Number-of-rows
# Row c_pIK[1] c_pIK[2] c_pIK[3] c_pIK[4] c_pIK[5] c_pIK[6] c_pIK[7] c_pIK[8]
30000 360
336 33.55 0.00666667 0.0118981 0.00264155 0.00521248 -0.00288732 -0.00510913 -0.00204191
337 33.65 0.00666667 0.00305957 0.00279549 0.00941891 -0.00180799 -0.00205704 -0.00251115
338 33.75 0.00333333 0.00241677 0.0022984 0.0090272 -0.00183473 -0.00205755 -0.00263222
339 33.85 0.02 0.0238574 0.0078674 0.0134833 -0.00218222 -0.00320184 -0.00289689
340 33.95 0.0133333 0.00415148 0.00989101 0.0173604 -0.00377964 -0.00591755 -0.00346796
341 34.05 0.0133333 0.00912011 0.00704831 0.0160554 -0.00421305 -0.00593059 -0.00419213
342 34.15 0.0133333 0.00633385 0.00656654 0.00403078 -0.00339775 -0.00393068 -0.00393414
343 34.25 0.0166667 0.0216499 0.0150703 0.0225987 -0.00197594 -0.0024645 -0.00362037
344 34.35 0.00666667 0.00970425 0.0031688 0.0138925 -0.0026055 -0.00387626 -0.00359576
345 34.45 0.0133333 0.003707 0.0131656 0.00446137 -0.00264915 -0.00612237 -0.0037681
346 34.55 0.00666667 0.00742129 0.00319562 0.00435892 -0.00239764 -0.00608174 -0.00362884
347 34.65 0.0166667 0.00987013 0.0366877 0.00738154 -0.00152276 -0.003517 -0.00286956
348 34.75 0.02 0.0224434 0.0114452 0.020112 -0.00204015 -0.00291652 -0.00260916
349 34.85 0.0166667 0.00701546 0.0103004 0.00799217 -0.00345055 -0.00246967 -0.00222274
350 34.95 0.0333333 0.0475037 0.0168157 0.0164858 -0.00157354 -0.000942387 -0.00195611
351 35.05 0.00666667 0.00665175 0.00219409 0.00385982 -0.000622627 -0.000544712 -0.00181908
352 35.15 0.01 0.00364181 0.00293078 0.00980042 -0.000631393 -0.000523292 -0.00175022
353 35.25 0.00666667 0.0125893 0.00922584 0.00142646 -0.000622548 -0.000533041 -0.00102619
354 35.35 0.00333333 0.00859631 0.000390112 8.22131e-05 -0.00215851 -0.000969282 -0.00103449
355 35.45 0.0133333 0.0198097 0.0124239 0.0141072 -0.00458957 -0.00120464 -0.00107956
356 35.55 0.0133333 0.00960497 0.00504617 0.00715695 -0.0011288 -0.00188104 -0.00103784
357 35.65 0.02 0.0193285 0.0155987 0.0294642 -0.000735798 -0.00109951 -0.00111348
358 35.75 0.02 0.0243792 0.012121 0.0106382 -0.000942441 -0.00432996 -0.00124104
359 35.85 0.00333333 0.000696974 0.0014553 0.00774916 -0.000859303 -0.00404735 -0.00120129
360 35.95 0.0133333 0.0113553 0.00389854 0.0100816 -0.00154745 -0.00351644 -0.00122227
