# Time-averaged data for fix fF
# TimeStep Number-of-rows
# Row c_pFull[1] c_pFull[2] c_pFull[3] c_pFull[4] c_pFull[5] c_pFull[6] c_pFull[7] c_pFull[8]
0 360
330 32.95 0 0 0 0 -0.0360005 -0.00237142 -0.00702115
331 33.05 0 0 0 0 -0.035988 -0.00235887 -0.00703263
332 33.15 0.1 0.246927 0.432216 0.0040082 -0.0160222 -0.00162195 -0.00386086
333 33.25 0 0 0 0 -0.00120772 -0.000280762 -0.000605632
334 33.35 0 0 0 0 -0.00120784 -0.000280882 -0.000604591
335 33.45 0 0 0 0 -0.00120709 -0.00028013 -0.000608798
336 33.55 0.1 0.0728104 0.0305728 0.00327176 -0.00154983 -0.000707037 -0.00112243
337 33.65 0 0 0 0 -0.000417076 -0.000248385 -0.000737388
338 33.75 0 0 0 0 -0.000394777 -0.000226085 -0.000734091
339 33.85 0 0 0 0 -0.000399833 -0.000231142 -0.000737317
340 33.95 0 0 0 0 -0.000396143 -0.000227451 -0.000734151
341 34.05 0 0 0 0 -0.000398365 -0.000229674 -0.000737066
342 34.15 0 0 0 0 -0.000397223 -0.000228531 -0.000734192
343 34.25 0 0 0 0 -0.000397425 -0.000228734 -0.000737194
344 34.35 0 0 0 0 -0.000398464 -0.000229773 -0.000734125
345 34.45 0 0 0 0 -0.000396352 -0.00022766 -0.000736982
346 34.55 0 0 0 0 -0.000400644 -0.000231952 -0.000734547
347 34.65 0 0 0 0 -0.000393813 -0.000225121 -0.000736504
348 34.75 0 0 0 0 -0.000419296 -0.000250604 -0.000734615
349 34.85 0.1 0.0943608 0.453187 0.0289363 -0.000854651 -0.00068596 -0.000897815
350 34.95 0.1 0.0159216 0.0113843 0.134483 -0.000812918 -0.000644227 -0.000849245
351 35.05 0 0 0 0 -0.000433547 -0.000264856 -0.000691198
352 35.15 0 0 0 0 -0.000437477 -0.000268785 -0.00069119
353 35.25 0 0 0 0 -0.000427387 -0.000258696 -0.00069268
354 35.35 0.2 0.21696 0.0495527 0.22201 -0.0010734 -0.000956665 -0.00100279
355 35.45 0 0 0 0 -9.15098e-05 -9.15098e-05 -0.000240643
356 35.55 0 0 0 0 -7.62827e-05 -7.62827e-05 -0.000241576
357 35.65 0 0 0 0 -6.50463e-05 -6.50463e-05 -0.000240896
358 35.75 0 0 0 0 -7.14401e-05 -7.14401e-05 -0.000241572
359 35.85 0 0 0 0 -6.65128e-05 -6.65128e-05 -0.000240599
360 35.95 0 0 0 0 -7.00485e-05 -7.00485e-05 -0.000241747
2000 360
1 0.05 0 0 0 0 -0.000788017 -0.00040606 -0.00271176
2 0.15 0.05 0.0136281 0.0436036 9.63601e-05 -0.000796025 -0.000663719 -0.00208551
3 0.25 0 0 0 0 -0.000207211 -0.000431867 -0.000673695
4 0.35 0 0 0 0 -0.000217963 -0.000442619 -0.000676376
5 0.45 0 0 0 0 -0.000214373 -0.000439029 -0.000674794
6 0.55 0 0 0 0 -0.000216375 -0.00044103 -0.000675807
7 0.65 0 0 0 0 -0.000215571 -0.000440227 -0.000675139
8 0.75 0 0 0 0 -0.000215457 -0.000440112 -0.000675578
9 0.85 0 0 0 0 -0.000216788 -0.000441444 -0.000675258
10 0.95 0 0 0 0 -0.00021031 -0.000434965 -0.000675907
11 1.05 0.05 0.205284 0.00552914 0.0650872 -0.000601271 -0.000974891 -0.000861148
12 1.15 0 0 0 0 -0.000546562 -0.00107173 -0.000805553
13 1.25 0 0 0 0 -0.000547552 -0.00107272 -0.000807117
14 1.35 0.05 2.23938e-06 0.00417547 0.00825195 -0.000747817 -0.00127156 -0.000896796
15 1.45 0 0 0 0 -0.000550734 -0.000941682 -0.00076622
16 1.55 0 0 0 0 -0.000538447 -0.000929396 -0.000765669
17 1.65 0 0 0 0 -0.00053793 -0.000928878 -0.000765815
18 1.75 0 0 0 0 -0.000540928 -0.000931876 -0.000765443
19 1.85 0.05 0.0273852 0.00666154 0.0880411 -0.00697863 -0.00312559 -0.00256912
20 1.95 0.05 0.00131619 0.00471626 0.000424248 -0.0088274 -0.00366267 -0.00313371
21 2.05 0 0 0 0 -0.00872676 -0.00356203 -0.0029836
22 2.15 0 0 0 0 -0.0087293 -0.00356457 -0.0029848
23 2.25 0 0 0 0 -0.0087306 -0.00356587 -0.00298435
24 2.35 0 0 0 0 -0.00872447 -0.00355974 -0.00298394
25 2.45 0.1 0.024585 0.030366 0.0095463 -0.00529854 -0.00237432 -0.00199562
26 2.55 0 0 0 0 -0.000167556 -0.00027597 -0.000368296
27 2.65 0.05 0.0683807 0.362373 0.0401071 -0.000315007 -0.000399586 -0.000515708
28 2.75 0 0 0 0 -0.000132342 -0.000202946 -0.00041548
29 2.85 0 0 0 0 -0.000150286 -0.00022089 -0.000414628
30 2.95 0 0 0 0 -0.000143222 -0.000213826 -0.000415406
31 3.05 0 0 0 0 -0.00014801 -0.000218614 -0.000414316
32 3.15 0 0 0 0 -0.000145453 -0.000216057 -0.000415794
33 3.25 0 0 0 0 -0.000147233 -0.000217837 -0.00041403
34 3.35 0 0 0 0 -0.000146508 -0.000217112 -0.000415956
35 3.45 0 0 0 0 -0.000146766 -0.00021737 -0.000413908
36 3.55 0 0 0 0 -0.0001473 -0.000217904 -0.000416102
37 3.65 0 0 0 0 -0.000146247 -0.000216851 -0.000413778
38 3.75 0 0 0 0 -0.000148738 -0.000219342 -0.000416297
39 3.85 0 0 0 0 -0.000146475 -0.000217079 -0.000413241
40 3.95 0.05 0.022971 0.00545045 0.0507135 -0.0104847 -0.0417936 -0.00150044
41 4.05 0 0 0 0 -0.0135287 -0.0546051 -0.00165294
42 4.15 0.05 3.21679e-05 0.0271929 0.00244563 -0.00108233 -0.00341681 -0.000607135
43 4.25 0 0 0 0 -0.000154877 -0.000117067 -0.000400146
44 4.35 0 0 0 0 -0.000158286 -0.000120475 -0.000397005
45 4.45 0 0 0 0 -0.000156615 -0.000118805 -0.000399581
46 4.55 0 0 0 0 -0.000157197 -0.000119387 -0.000397315
47 4.65 0 0 0 0 -0.000159424 -0.000121614 -0.000399237
48 4.75 0.05 0.00155451 0.00272667 0.194185 -0.000324303 -0.00526902 -0.00130651
49 4.85 0 0 0 0 -0.000208961 -0.00623705 -0.0013716
50 4.95 0 0 0 0 -0.000208393 -0.00623648 -0.00135838
51 5.05 0 0 0 0 -0.000211174 -0.00623926 -0.00136933
52 5.15 0 0 0 0 -0.000207764 -0.00623585 -0.0013606
53 5.25 0 0 0 0 -0.000209292 -0.00623738 -0.00136417
54 5.35 0.05 0.00663864 0.0507125 0.165325 -0.000335098 -0.00268055 -0.00105921
55 5.45 0 0 0 0 -0.000183324 -0.000181219 -0.000641359
56 5.55 0 0 0 0 -0.00018603 -0.000183926 -0.000605004
57 5.65 0.05 0.000496478 0.00238506 0.0223781 -0.000411977 -0.000410212 -0.000856914
58 5.75 0 0 0 0 -0.000262969 -0.000261246 -0.000799884
59 5.85 0.05 1.39589e-05 0.000106419 0.0457052 -0.00709286 -0.000515809 -0.00109674
60 5.95 0.05 0.0284044 0.00276315 0.000853197 -0.00154452 -0.000455048 -0.00138103
61 6.05 0 0 0 0 -0.000318181 -0.000316457 -0.00115729
62 6.15 0 0 0 0 -0.000301397 -0.000299674 -0.00111185
63 6.25 0 0 0 0 -0.000322597 -0.000320874 -0.00115979
64 6.35 0 0 0 0 -0.000295804 -0.000294081 -0.00110643
65 6.45 0 0 0 0 -0.000331673 -0.00032995 -0.00116946
66 6.55 0 0 0 0 -0.00026738 -0.000265657 -0.00108226
67 6.65 0.1 0.101076 0.0814309 0.127478 -0.00338726 -0.107865 -0.00295669
68 6.75 0 0 0 0 -0.000746385 -0.000717859 -0.00187817
69 6.85 0 0 0 0 -0.000739929 -0.000711403 -0.00186376
70 6.95 0 0 0 0 -0.000741274 -0.000712748 -0.00186708
71 7.05 0 0 0 0 -0.000743144 -0.000714618 -0.00187002
72 7.15 0 0 0 0 -0.000738969 -0.000710444 -0.00186334
73 7.25 0 0 0 0 -0.000746222 -0.000717696 -0.00187355
74 7.35 0 0 0 0 -0.000738448 -0.000709922 -0.00185959
75 7.45 0.05 0.0183113 0.00900619 0.0103431 -0.00632736 -0.00545563 -0.0152261
76 7.55 0 0 0 0 -0.00675767 -0.00571507 -0.0161145
77 7.65 0.05 4.195e-05 0.0832398 0.0429954 -0.0131531 -0.0241782 -0.0201943
78 7.75 0.05 0.0929403 0.0430117 0.0747938 -0.023687 -0.0456075 -0.00293787
79 7.85 0.05 0.10631 0.0548743 0.0041742 -0.0268133 -0.0913768 -0.0186195
80 7.95 0.1 0.0391611 0.0507064 0.126491 -0.0458584 -0.0578245 -0.0385148
81 8.05 0.05 0.126777 0.0708812 0.091613 -0.0638592 -0.0425785 -0.0452247
82 8.15 0.05 0.233103 0.0149046 0.19456 -0.0634135 -0.0429976 -0.0479936
83 8.25 0.1 0.0791173 0.013207 0.129465 -0.0855591 -0.0635852 -0.0574316
84 8.35 0 0 0 0 -0.0999266 -0.0849903 -0.082612
85 8.45 0.1 0.107664 0.0911845 0.13218 0.677651 0.024869 -0.101564
86 8.55 0.15 0.0436073 0.110161 0.102332 -0.316141 -0.240593 -0.182072
87 8.65 0.3 0.0906003 0.595922 0.557074 -0.399377 -0.332553 -0.256715
88 8.75 0.1 0.135583 0.158461 0.0460572 -0.40814 -0.382698 -0.304433
89 8.85 0 0 0 0 -0.269839 -0.343509 -0.275256
90 8.95 0.15 0.149177 0.123978 0.138952 -0.199848 -0.150824 -0.280625
91 9.05 0.35 0.27452 0.123294 0.353269 -0.494512 -0.334319 -0.399061
92 9.15 0.05 0.100542 0.00202291 0.0219997 -0.469103 -0.426035 -0.337721
93 9.25 0.2 0.14311 0.0649046 0.298651 -0.382373 -0.372511 -0.343748
94 9.35 0.5 0.342273 0.173855 0.468981 0.200641 0.879317 -0.207612
95 9.45 0.3 0.0606284 0.0996417 0.364903 0.175947 -0.803197 -0.182138
96 9.55 0.5 0.350626 0.409738 0.310585 -0.768411 -0.184917 -0.208463
97 9.65 0.45 0.615295 0.211966 0.411727 -0.82184 -0.347053 -0.230862
98 9.75 0.55 0.586148 0.408883 0.262733 -0.150318 -0.98513 -0.395275
99 9.85 0.35 0.432845 0.140362 0.318853 -1.16174 -1.30524 -0.517264
100 9.95 0.3 0.602206 0.292891 0.164475 -1.12888 -1.25702 -0.243118
101 10.05 0.65 0.552498 0.431392 0.692189 -1.00155 -1.17005 -0.152298
102 10.15 0.45 0.396975 0.400907 0.24183 -0.935202 -1.41195 -0.121088
103 10.25 0.4 0.528295 0.434037 0.43539 -0.888832 -1.09842 -0.489775
104 10.35 0.4 0.677247 0.372348 0.304347 -1.14936 -0.239027 -0.456128
105 10.45 1.2 1.31396 1.21718 1.23607 -0.816975 -0.394806 -0.545711
106 10.55 0.6 0.766543 0.551846 0.517056 -1.55896 -0.854411 -0.546302
107 10.65 0.65 0.782577 0.591368 0.645605 -1.02594 -0.593486 -0.646327
108 10.75 0.75 0.755882 0.693622 0.860609 -1.69471 -0.939471 -0.674539
109 10.85 0.8 0.37412 0.592211 0.832104 -0.799589 -0.615 -0.737504
110 10.95 0.5 0.168312 0.505895 0.491469 -0.765957 -1.00495 -0.967437
111 11.05 0.5 0.606542 0.454145 0.268795 -1.54625 -1.16696 -1.16478
112 11.15 0.65 0.54134 0.529438 0.500504 -1.43385 -0.0098097 -1.4174
113 11.25 0.65 0.759997 0.336174 0.447766 -2.02793 -1.11727 -1.36388
114 11.35 0.85 0.739173 0.575454 0.587169 -2.37681 -1.49172 -1.33263
115 11.45 0.65 0.532372 0.367918 0.732563 -1.57172 -0.720696 -1.59669
116 11.55 1 0.765175 0.661447 0.345564 -2.79848 -1.86902 -1.80139
117 11.65 0.55 0.342843 0.652354 0.300668 -2.08336 -1.57338 -1.61746
118 11.75 0.7 0.755261 0.531561 0.674836 -2.37356 -1.23808 -1.61561
119 11.85 0.75 0.439066 0.569313 0.685855 -1.02788 -0.99036 -1.63398
120 11.95 0.65 0.262715 0.732851 0.563974 -0.826882 -1.54575 -1.66605
121 12.05 0.6 0.556103 0.670856 0.671964 -1.25878 -1.37866 -1.51908
122 12.15 0.7 0.349269 0.551454 0.643506 -0.538145 -1.15219 -1.35356
123 12.25 0.85 1.07824 0.433597 0.825072 0.338279 -0.408733 -1.29802
124 12.35 0.8 0.760926 0.546877 0.322178 -1.07889 -0.212074 -1.03443
125 12.45 0.95 0.337893 0.6469 0.745002 -0.487232 -0.806849 -0.907411
126 12.55 0.7 0.523567 0.31335 0.639813 -0.872722 -1.77038 -0.650642
127 12.65 0.55 0.0904174 0.537869 0.295817 -0.873816 -2.22782 -0.455877
128 12.75 0.9 0.493948 0.361181 0.651773 -1.05333 -2.56522 -0.408117
129 12.85 0.55 0.641852 0.226195 0.171397 -1.65061 -2.42821 -0.56226
130 12.95 0.85 0.556777 0.800937 0.710204 -2.34168 -2.92214 -0.798739
131 13.05 0.45 0.289445 0.486792 0.476754 -1.17601 -2.56378 -0.905757
132 13.15 0.65 0.784494 1.00255 0.256391 0.154839 -1.57034 -0.847151
133 13.25 0.95 0.474377 0.807635 0.400727 -0.81508 -0.907616 -0.846772
134 13.35 0.8 0.810329 1.25461 0.633253 -0.60001 -1.35582 -1.05824
135 13.45 0.35 0.442692 0.491692 0.209459 0.149892 -1.06845 -0.963599
136 13.55 0.85 0.67193 0.40308 0.412188 -1.49012 -0.848935 -1.02201
137 13.65 0.85 0.665154 0.660818 0.764022 -1.52505 -0.875582 -0.90424
138 13.75 0.55 0.279516 0.313557 0.546985 -1.4374 0.436768 -0.839888
139 13.85 0.8 0.644095 0.316054 0.539928 0.289237 -0.0169136 -0.839957
140 13.95 0.65 0.68241 0.539626 0.32479 -0.055214 -1.09992 -1.05086
141 14.05 0.85 0.615625 0.616731 0.811035 -0.236845 -0.666536 -1.24195
142 14.15 0.75 0.562913 0.415939 0.542443 -2.14624 -2.00612 -1.24126
143 14.25 0.65 0.45067 0.326225 0.23236 -1.77717 -1.84271 -1.21694
144 14.35 1.05 0.508605 1.15069 0.784575 -1.65232 -1.16434 -0.909264
145 14.45 0.45 0.395115 0.554511 1.0993 -1.25393 -1.24729 -0.818049
146 14.55 0.8 0.546177 0.766593 0.647986 -1.61628 -1.82917 -1.05946
147 14.65 0.55 0.177363 0.783048 1.14857 -1.53948 -2.22646 -1.23545
148 14.75 0.75 0.813874 0.626846 0.900519 -0.372676 -0.83248 -1.15445
149 14.85 0.85 0.755247 0.516983 0.857949 -1.67212 -0.737092 -0.506897
150 14.95 0.65 0.621737 0.507111 0.141623 -1.29421 -1.34817 -0.144861
151 15.05 1 0.42613 0.937617 0.785402 -1.52124 -0.941164 -0.253541
152 15.15 0.8 1.53543 1.01351 0.583682 -1.80409 0.308799 0.00324481
153 15.25 0.65 0.307735 0.545526 0.365775 -1.96791 -0.875683 0.0719302
154 15.35 0.6 0.407514 0.954093 0.719883 -1.65074 -1.05497 0.158838
155 15.45 0.9 1.26711 0.394817 0.711215 -1.97028 -1.60367 0.506927
156 15.55 0.8 0.424671 0.709406 0.353746 0.436941 -1.06055 0.488315
157 15.65 0.5 0.463731 0.550437 0.571265 -1.29057 -1.84776 0.0287047
158 15.75 0.7 0.608029 0.464378 0.961079 -1.21413 -1.92121 -0.225147
159 15.85 0.9 0.619317 0.848764 0.603788 -1.48612 -1.37639 -0.579815
160 15.95 0.75 0.670542 0.925617 0.444511 -1.85232 -1.59557 -0.732059
161 16.05 0.7 0.787695 0.490894 0.214755 -0.807367 -2.55044 -0.663564
162 16.15 0.75 0.567033 0.708384 0.749463 -0.289324 -1.77351 -0.664711
163 16.25 1.15 0.612444 0.999004 0.767599 -1.12981 -1.80034 -0.910415
164 16.35 0.5 0.147396 0.545784 0.47633 -1.02884 -1.06086 -0.640396
165 16.45 0.85 0.44103 0.792432 0.569265 -1.31718 -0.725232 -0.688901
166 16.55 0.8 0.493407 0.4836 0.712449 -0.327454 -2.09514 -0.646351
167 16.65 0.75 0.42811 0.580295 0.604649 0.103043 -1.91089 -0.663933
168 16.75 0.5 0.432378 0.569801 0.512833 -0.759309 -1.60479 -0.69077
169 16.85 0.85 1.01297 0.56566 0.595156 -1.52249 -1.02736 -1.01744
170 16.95 0.5 0.501064 0.440733 0.239391 -0.686706 -0.430874 -1.11433
171 17.05 0.65 0.40301 0.269301 0.609977 0.704675 -0.202492 -1.32077
172 17.15 0.95 0.37711 0.74049 0.773827 -0.686483 -0.573497 -1.43826
173 17.25 0.9 0.661055 0.88287 0.517657 -0.662879 -1.47902 -1.37544
174 17.35 1.15 0.963171 1.17508 0.851636 0.131136 -0.64817 -1.70314
175 17.45 0.45 0.415562 0.421498 0.742974 -0.974095 -2.79424 -1.7529
176 17.55 0.45 0.215324 0.257595 0.442162 -0.849465 -0.57137 -1.6622
177 17.65 0.45 0.338684 0.254716 0.361012 0.509318 0.0509777 -1.63773
178 17.75 0.85 0.730014 0.788548 0.683197 0.959087 -0.287244 -1.52522
179 17.85 0.8 0.458942 0.593444 0.601192 -1.46107 -1.31098 -1.37971
180 17.95 0.85 0.6118 0.699654 0.976033 -2.32753 -1.27459 -1.4386
181 18.05 1.05 0.878985 1.54471 1.02324 -1.31138 0.0932631 -1.41699
182 18.15 0.65 0.714389 0.316105 0.458291 0.572393 -0.645031 -1.16494
183 18.25 0.7 0.681918 0.477711 0.270583 -1.48625 -1.12299 -1.18423
184 18.35 0.85 0.691003 0.42702 0.331718 -0.70038 -0.0923972 -0.838902
185 18.45 0.55 0.606501 0.525579 0.513532 -1.12509 -0.536632 -0.741443
186 18.55 0.55 0.348489 0.59112 0.417041 1.46001 0.155021 -0.70406
187 18.65 0.85 0.669577 1.02303 0.640183 -2.00181 -1.1796 -0.92079
188 18.75 0.7 0.935187 0.748555 0.317493 -2.11797 -0.801078 -0.947208
189 18.85 0.85 0.466849 0.664483 0.455717 -1.54612 -0.651726 -1.38808
190 18.95 0.6 0.300798 0.335259 0.398547 -1.39754 -2.01924 -1.26946
191 19.05 1.2 1.24107 1.16293 0.800836 -1.57868 -1.06356 -1.27683
192 19.15 0.55 0.389976 1.15465 0.748831 -1.98657 -1.69352 -0.902343
193 19.25 0.85 1.5446 0.39931 0.762763 0.0693161 0.183659 -0.577288
194 19.35 0.55 0.694752 0.172661 0.493216 -0.282252 -0.623607 -0.591921
195 19.45 0.65 0.85339 0.756029 0.178672 0.0998742 -0.0843984 -0.468112
196 19.55 0.5 0.527426 0.9165 0.202266 -0.504395 -0.509196 -0.414584
197 19.65 1.1 0.63606 0.97675 0.641423 -0.828231 -1.3854 -0.321034
198 19.75 0.7 1.21472 0.542633 0.639953 -0.891879 -0.8371 -0.182851
199 19.85 0.7 1.09779 0.571322 1.14043 -0.409915 -1.34199 -0.339187
200 19.95 0.75 0.540733 0.589441 1.0958 0.892784 -0.31425 -0.304451
201 20.05 0.85 0.455564 0.475635 0.420249 0.142881 0.108664 -0.581636
202 20.15 0.85 0.835575 0.616413 0.447281 -2.50272 -1.75703 -1.04933
203 20.25 1 0.749683 0.874261 0.915925 -1.76144 -2.17641 -0.980057
204 20.35 0.5 0.122786 0.339886 0.391906 -1.56181 -1.83879 -0.944509
205 20.45 0.65 0.54297 0.460852 0.369458 -1.41994 -1.03317 -1.38235
206 20.55 0.55 0.61003 0.197996 0.751233 -0.197149 -0.622364 -1.35463
207 20.65 0.7 1.15461 0.561461 0.437707 -0.834292 -0.225683 -0.97421
208 20.75 0.6 0.274673 0.432025 0.639186 -1.81391 -0.531194 -0.926212
209 20.85 0.95 0.726623 0.814374 0.390203 -1.48857 0.153442 -1.10378
210 20.95 0.85 0.988675 0.679571 0.808459 0.234287 3.23451 -0.919527
211 21.05 0.9 0.666918 0.575387 0.440678 -1.19076 -1.03148 -1.10572
212 21.15 0.95 0.625775 0.615194 0.871756 -2.03195 -2.08633 -1.41351
213 21.25 0.6 0.334474 0.302962 0.660135 -1.45956 -1.66985 -1.53556
214 21.35 0.4 0.143981 0.442306 0.218716 -2.08809 -1.84922 -1.57855
215 21.45 0.35 0.328285 0.57476 0.242858 -2.25023 -1.96508 -1.54745
216 21.55 1.1 0.419825 1.11667 0.524782 -0.893747 -2.45189 -1.7991
217 21.65 0.7 0.93596 0.559523 0.665047 -1.9959 -0.0220725 -1.89316
218 21.75 0.9 0.934077 0.952643 1.01938 -2.43251 -1.23548 -1.79291
219 21.85 0.65 0.760019 0.4834 0.388691 -2.05617 0.887393 -1.2412
220 21.95 0.9 0.542622 0.79121 0.910522 -2.49869 -1.21954 -1.35052
221 22.05 0.95 0.806505 1.08069 1.02261 -2.57126 -2.12192 -1.01085
222 22.15 0.4 0.23497 0.367429 0.191904 -1.41266 -1.03064 -1.09617
223 22.25 0.7 0.693116 0.42794 0.519153 -1.07872 -1.62606 -0.74438
224 22.35 0.75 0.424747 0.765768 0.886482 -1.03421 -1.5018 -0.429803
225 22.45 0.6 0.438206 0.464097 0.679682 -0.391623 -1.39297 -0.457349
226 22.55 0.75 0.586681 0.688175 0.661868 1.45432 1.8812 -0.45052
227 22.65 0.55 0.781157 1.09781 0.412806 1.57561 -0.66409 -0.677539
228 22.75 1.15 0.978414 0.816323 0.609524 -0.482159 -1.24512 -0.740299
229 22.85 0.6 0.76154 0.463857 0.603773 -0.297708 -0.520732 -0.817078
230 22.95 0.95 0.915142 0.868645 0.99727 -0.740753 -0.250242 -1.20136
231 23.05 0.7 0.251095 0.873147 0.525171 -1.52477 -2.02892 -1.23169
232 23.15 0.6 0.445133 0.456233 0.698399 -1.08584 -1.56511 -1.09702
233 23.25 0.65 0.22838 0.205114 0.51365 0.163603 -1.09044 -1.19736
234 23.35 0.75 0.337107 0.480165 0.655381 0.160229 -0.970327 -1.06104
235 23.45 0.7 0.851848 0.557715 1.1684 0.187696 -0.777029 -1.01068
236 23.55 0.8 0.790231 0.188793 0.811281 -0.857178 -0.330677 -1.099
237 23.65 0.7 1.13066 1.068 0.709762 -0.248446 -0.186357 -1.0751
238 23.75 0.6 0.445948 0.470511 0.962981 0.219245 -0.934989 -1.06416
239 23.85 0.85 0.542585 0.574736 1.38596 -1.90753 -1.3705 -0.999568
240 23.95 0.9 0.565575 0.508524 0.470327 -2.2524 -1.86063 -0.471502
241 24.05 0.5 0.836139 0.572769 0.443379 -0.20483 -0.671757 -0.261536
242 24.15 0.65 0.961811 0.308409 0.723821 -0.276866 -0.868911 -0.294396
243 24.25 1 1.10121 0.787533 0.856342 -1.55231 -1.07962 -0.386144
244 24.35 0.8 0.603064 0.609413 0.535907 -0.921882 -0.545658 -0.463619
245 24.45 0.4 0.128458 0.373469 0.217616 -0.577408 -0.332358 -0.296021
246 24.55 0.6 0.381354 0.557009 0.462232 -0.811619 -0.901954 -0.519152
247 24.65 0.8 0.389706 0.848403 0.382752 -1.78294 -1.97038 -0.617709
248 24.75 0.75 0.457569 0.469482 0.914456 -0.834318 -1.14737 -0.466546
249 24.85 0.7 0.45317 0.756318 0.620738 0.062649 -1.02531 -0.4428
250 24.95 0.75 0.86871 0.650879 0.649536 -0.409484 -1.25967 -0.402805
251 25.05 0.6 0.485065 0.382997 0.661672 -0.816077 -1.1139 -0.364484
252 25.15 0.65 0.363059 0.390824 0.247036 -0.771619 -1.03223 -0.375852
253 25.25 0.5 0.801288 0.243039 0.178054 -1.63132 0.127089 -0.49627
254 25.35 0.7 0.710002 0.454352 0.675365 -1.6873 -0.813909 -0.713479
255 25.45 0.55 0.470545 0.432509 0.200197 -0.856526 -0.893064 -0.636804
256 25.55 0.55 0.37329 0.343129 0.398538 -0.870939 -1.37451 -0.597976
257 25.65 0.6 0.85681 0.251106 0.769964 -0.430772 -0.391148 -0.260855
258 25.75 0.55 0.567707 0.794632 0.299687 0.504014 0.0409496 -0.178491
259 25.85 0.45 0.253161 0.509096 0.554744 -0.5366 -0.469617 -0.0689997
260 25.95 0.5 0.440453 0.239614 0.391671 -0.500353 -0.65249 -0.183751
261 26.05 0.45 0.157284 0.147477 0.522535 0.0075007 -0.78114 -0.282733
262 26.15 0.35 0.191018 0.608305 0.248757 -0.212458 -0.371168 -0.302251
263 26.25 0.35 0.358799 0.535493 0.0908318 -0.628331 -0.595075 -0.293141
264 26.35 0.5 0.965895 0.430949 0.427687 -0.402829 -0.913091 -0.208898
265 26.45 0.4 0.0567843 0.360974 0.454172 -0.963101 -0.79771 -0.267248
266 26.55 0.4 0.614481 0.564741 0.299182 -1.30597 -0.880716 -0.222604
267 26.65 0.45 0.0991293 0.426499 0.450957 -0.915413 -0.923396 -0.190418
268 26.75 0.3 0.0597069 0.358814 0.322253 -0.408923 -0.766158 -0.0557436
269 26.85 0.2 0.142148 0.142385 0.478047 -0.21608 -0.552154 -0.0159904
270 26.95 0.1 0.0088331 0.0216821 0.00555211 -0.148213 -0.197421 -0.0312387
271 27.05 0 0 0 0 -0.131851 -0.139979 -0.0211244
272 27.15 0.15 0.112041 0.0267865 0.197021 -0.187592 -0.192881 -0.0234049
273 27.25 0.2 0.132549 0.251364 0.155122 -0.110117 -0.159648 0.00909812
274 27.35 0.25 0.189134 0.12337 0.0974988 -0.156289 -0.197291 -0.0204841
275 27.45 0.2 0.0358464 0.123084 0.0313871 -0.177705 -0.195409 0.0196497
276 27.55 0.1 0.0223522 0.0503924 0.0413167 0.175966 -0.147536 -0.0291505
277 27.65 0.25 0.0950199 0.126693 0.193751 0.454547 0.00176772 -0.120725
278 27.75 0 0 0 0 -0.137788 -0.0797581 -0.100019
279 27.85 0.1 0.0721704 0.115289 0.0455229 -0.0582825 -0.0655698 -0.0810777
280 27.95 0 0 0 0 -0.0349041 -0.049983 -0.0538407
281 28.05 0 0 0 0 -0.034995 -0.0500739 -0.0539336
282 28.15 0.05 0.0140993 0.0270335 0.0418624 -0.0255629 -0.0386672 -0.0402375
283 28.25 0 0 0 0 -0.0230645 -0.0358996 -0.0362941
284 28.35 0.05 0.0473464 0.0152233 0.00256491 -0.010409 -0.0100065 -0.0258646
285 28.45 0 0 0 0 -0.00854367 -0.00723606 -0.0231541
286 28.55 0 0 0 0 -0.0085802 -0.00727259 -0.0232165
287 28.65 0.1 0.0165062 0.0197974 0.401107 0.440674 0.0900697 -0.0042043
288 28.75 0.05 0.0414705 0.00046717 0.0269744 0.640511 0.134951 0.0194088
289 28.85 0.05 0.014128 0.00479908 0.000390044 0.129886 0.0262938 -0.00100836
290 28.95 0.05 0.00763389 0.00189844 0.103182 -0.00280268 -0.00208762 -0.00679353
291 29.05 0 0 0 0 -0.00108191 -0.000715615 -0.00437114
292 29.15 0 0 0 0 -0.00109966 -0.000733374 -0.00440111
293 29.25 0 0 0 0 -0.00108159 -0.000715304 -0.00437054
294 29.35 0.05 0.00012854 0.0338101 0.0711911 -0.00139726 -0.00103068 -0.00503315
295 29.45 0 0 0 0 -0.000909861 -0.000511236 -0.00388084
296 29.55 0 0 0 0 -0.00090022 -0.000501596 -0.00389266
297 29.65 0 0 0 0 -0.000891713 -0.000493088 -0.00387002
298 29.75 0 0 0 0 -0.000898939 -0.000500314 -0.00389037
299 29.85 0 0 0 0 -0.000893599 -0.000494975 -0.0038733
300 29.95 0 0 0 0 -0.000897191 -0.000498567 -0.00388758
301 30.05 0 0 0 0 -0.000896254 -0.00049763 -0.00387613
302 30.15 0 0 0 0 -0.00089605 -0.000497425 -0.00388405
303 30.25 0 0 0 0 -0.000912043 -0.000513418 -0.00387666
304 30.35 0.1 0.209118 0.00630775 0.0539384 -0.00763086 -0.00896258 -0.00612922
305 30.45 0 0 0 0 -0.00915409 -0.0108967 -0.00636631
306 30.55 0 0 0 0 -0.00915644 -0.0108991 -0.00639645
307 30.65 0.05 0.0116714 0.00948358 0.00870196 -0.00926738 -0.0128569 -0.00791289
308 30.75 0 0 0 0 -0.00836861 -0.0192544 -0.0128898
